SchoolName;LastInspection;Permittee;InspectionDate;Level;Code;ViolationDescription;LATITUDE;LONGITUDE;COMMUNITYBOARD;COUNCILDISTRICT
NR CAFETERIA SERVICES;11/18/2022;NR CAFETERIA SERVICES INC;11/18/2022;AV;28-01;Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.;4,08588E+13;-7,3857E+12;211;13
NR CAFETERIA SERVICES;11/18/2022;NR CAFETERIA SERVICES INC;11/18/2022;G;10H;Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.;4,08588E+13;-7,3857E+12;211;13
INSTITUTE FOR ENVIRONMENTAL LEARNING - P.S. 291, P.S. X015;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/06/2022;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,08588E+13;-7,39097E+13;207;14
INSTITUTE FOR ENVIRONMENTAL LEARNING - P.S. 291, P.S. X015;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/07/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,08588E+13;-7,39097E+13;207;14
INSTITUTE FOR ENVIRONMENTAL LEARNING - P.S. 291, P.S. X015;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/07/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,08588E+13;-7,39097E+13;207;14
INSTITUTE FOR ENVIRONMENTAL LEARNING - P.S. 291, P.S. X015;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/14/2020;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08588E+13;-7,39097E+13;207;14
INSTITUTE FOR ENVIRONMENTAL LEARNING - P.S. 291, P.S. X015;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/07/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08588E+13;-7,39097E+13;207;14
P.S. 085 GREAT EXPECTATIONS;03/09/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/25/2023;CP;05D;No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.;4,08588E+13;-7,38952E+13;205;15
P.S. 085 GREAT EXPECTATIONS;03/09/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/25/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08588E+13;-7,38952E+13;205;15
P.S. 085 GREAT EXPECTATIONS;03/09/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/09/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08588E+13;-7,38952E+13;205;15
P.S. 005 ELLEN LURIE, THE CHILDREN'S AID TO SOCIETY PS 5 H;12/12/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/12/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,0859E+13;-7,39229E+13;112;10
P.S. X010, COLLEGIATE INSTITUTE FOR MATH AND SCIENCE, ASTOR COLLEGIATE ACADEMY, C COLUMBUS HS YABC,;03/01/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/07/2020;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08597E+13;-7,3861E+13;211;13
P.S. X010, COLLEGIATE INSTITUTE FOR MATH AND SCIENCE, ASTOR COLLEGIATE ACADEMY, C COLUMBUS HS YABC,;03/01/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/01/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08597E+13;-7,3861E+13;211;13
I.S. 206 ANN MERSEREAU;10/17/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/14/2020;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08597E+13;-7,39065E+13;207;14
I.S. 206 ANN MERSEREAU;10/17/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/20/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08597E+13;-7,39065E+13;207;14
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE;03/17/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/20/2022;C;02G;Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.;4,08597E+13;-7,39002E+13;205;14
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE;03/17/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/20/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08597E+13;-7,39002E+13;205;14
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE;03/17/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/05/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08597E+13;-7,39002E+13;205;14
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE;03/17/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/12/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08597E+13;-7,39002E+13;205;14
WEST BRONX ACADEMY FOR THE FUTURE, KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO, BELMONT PREPA;07/13/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/06/2020;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,086E+13;-7,38883E+12;206;15
WEST BRONX ACADEMY FOR THE FUTURE, KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO, BELMONT PREPA;07/13/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/06/2020;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,086E+13;-7,38883E+12;206;15
FORDHAM PREP HIGH SCHOOL;12/01/2022;ALADDIN FOOD MANAGEMENT SERVICES, LLC;12/01/2022;C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,08607E+13;-7,38895E+13;206;15
FORDHAM PREP HIGH SCHOOL;12/01/2022;ALADDIN FOOD MANAGEMENT SERVICES, LLC;12/01/2022;C;06C;Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,08607E+13;-7,38895E+13;206;15
FORDHAM PREP HIGH SCHOOL;12/01/2022;ALADDIN FOOD MANAGEMENT SERVICES, LLC;12/01/2022;CH;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;4,08607E+13;-7,38895E+13;206;15
PRE-K CENTER AT MARION AVENUE;02/02/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/02/2023;AV;20-04;“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.;4,08613E+13;-7,38932E+13;205;15
P.S. 096 RICHARD RODGERS;03/01/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/08/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08614E+13;-7,38693E+13;211;15
P.S. 096 RICHARD RODGERS;03/01/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/01/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08614E+13;-7,38693E+13;211;15
INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL;10/26/2022;INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL;10/26/2022;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,08621E+13;-7,39191E+13;112;10
INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL;10/26/2022;INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL;02/02/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08621E+13;-7,39191E+13;112;10
BRILLA PAX / CARITAS CHARTER SCHOOL;10/27/2022;BRILLA COLLEGE PREPARATORY CHARTER SCHOOLS;05/13/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,08622E+13;-7,39067E+13;207;14
BRILLA PAX / CARITAS CHARTER SCHOOL;10/27/2022;BRILLA COLLEGE PREPARATORY CHARTER SCHOOLS;02/09/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08622E+13;-7,39067E+13;207;14
BRILLA PAX / CARITAS CHARTER SCHOOL;10/27/2022;BRILLA COLLEGE PREPARATORY CHARTER SCHOOLS;02/09/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08622E+13;-7,39067E+13;207;14
MANHATTAN CHRISTIAN ACADEMY;10/26/2022;MANHATTAN CHRISTIAN ACADEMY;10/26/2022;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,08625E+13;-7,39183E+13;112;10
MANHATTAN CHRISTIAN ACADEMY;10/26/2022;MANHATTAN CHRISTIAN ACADEMY;10/26/2022;AV;18-01;Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.;4,08625E+13;-7,39183E+13;112;10
MANHATTAN CHRISTIAN ACADEMY;10/26/2022;MANHATTAN CHRISTIAN ACADEMY;02/02/2022;AV;18A;Current valid permit, registration or other authorization to operate establishment not available.;4,08625E+13;-7,39183E+13;112;10
MANHATTAN CHRISTIAN ACADEMY;10/26/2022;MANHATTAN CHRISTIAN ACADEMY;02/02/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,08625E+13;-7,39183E+13;112;10
P.S. 097 BRONX;08/09/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/28/2020;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08628E+13;-7,38468E+13;211;13
ST. LUCY SCHOOL;02/22/2023;ARCHDIOCESE OF NEW YORK;03/23/2022;G;10E;Accurate thermometer not provided in refrigerated or hot holding equipment.;4,08631E+13;-7,38624E+13;211;13
ST. LUCY SCHOOL;02/22/2023;ARCHDIOCESE OF NEW YORK;11/21/2022;AV;18-01;Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.;4,08631E+13;-7,38624E+13;211;13
ST. LUCY SCHOOL;02/22/2023;ARCHDIOCESE OF NEW YORK;03/23/2022;AV;18A;Current valid permit, registration or other authorization to operate establishment not available.;4,08631E+13;-7,38624E+13;211;13
ST. LUCY SCHOOL;02/22/2023;ARCHDIOCESE OF NEW YORK;03/23/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,08631E+13;-7,38624E+13;211;13
ST. LUCY SCHOOL;02/22/2023;ARCHDIOCESE OF NEW YORK;03/23/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08631E+13;-7,38624E+13;211;13
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;12/16/2022;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;02/11/2022;AV;22C;Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;03/08/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;03/15/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;12/16/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;03/08/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;03/15/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;12/16/2022;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;06/21/2022;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;06/21/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;12/16/2022;AV;18-11;Food Protection Certificate not available for inspection;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;02/11/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;02/19/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;06/21/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;12/16/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;03/15/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;02/19/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;02/11/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08632E+13;-7,39279E+12;112;10
OUR LADY QUEEN OF MARTYRS SCHOOL;03/15/2023;ARCHDIOCESE OF NEW YORK;06/21/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08632E+13;-7,39279E+12;112;10
THE EQUITY PROJECT CHARTER SCHOOL;02/06/2023;THE EQUITY PROJECT CHARTER SCHOOL;02/02/2022;A;20D;“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.;4,08646E+13;-7,39231E+13;112;10
THE EQUITY PROJECT CHARTER SCHOOL;02/06/2023;THE EQUITY PROJECT CHARTER SCHOOL;02/06/2023;AV;20-04;“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.;4,08646E+13;-7,39231E+13;112;10
THE EQUITY PROJECT CHARTER SCHOOL;02/06/2023;THE EQUITY PROJECT CHARTER SCHOOL;02/22/2021;C;06A;Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.;4,08646E+13;-7,39231E+13;112;10
P.S. 160 WALT DISNEY, THE EQUALITY CHARTER SCHOOL, P168X @ PS 160 WALT DISNEY;07/12/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/07/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,08647E+13;-7,38243E+13;210;12
INWOOD ACADEMY FOR LEADERSHIP;12/12/2022;INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL;05/24/2022;C;05D;Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.;4,08652E+13;-7,39184E+13;112;10
INWOOD ACADEMY FOR LEADERSHIP;12/12/2022;INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL;05/24/2022;C;02B;Hot food item not held at or above 140º F.;4,08652E+13;-7,39184E+13;112;10
P.S. / I.S. 54;02/14/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/01/2022;CH;02G;"Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.";4,08652E+13;-7,3887E+13;207;15
P.S. / I.S. 54;02/14/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/01/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,08652E+13;-7,3887E+13;207;15
P.S. / I.S. 54;02/14/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/01/2022;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,08652E+13;-7,3887E+13;207;15
P.S. / I.S. 54;02/14/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/01/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08652E+13;-7,3887E+13;207;15
WASHINGTON HEIGHTS ACADEMY;03/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/08/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08654E+13;-7,39211E+13;112;10
P.S. 246 POE CENTER;03/22/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/22/2023;G;10C;"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.";4,08656E+13;-7,38948E+13;207;14
P.S. 246 POE CENTER;03/22/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;08/02/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08656E+13;-7,38948E+13;207;14
P.S. 246 POE CENTER;03/22/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;10/06/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08656E+13;-7,38948E+13;207;14
P.S. 246 POE CENTER;03/22/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/22/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08656E+13;-7,38948E+13;207;14
J.H.S. 052 INWOOD, HIGH SCHOOL FOR EXCELLENCE AND INNOVATION, INWOOD EARLY COLLEGE FOR HEALTH AND IN;02/06/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/07/2020;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,0866E+13;-7,39248E+13;112;10
J.H.S. 052 INWOOD, HIGH SCHOOL FOR EXCELLENCE AND INNOVATION, INWOOD EARLY COLLEGE FOR HEALTH AND IN;02/06/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/06/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,0866E+13;-7,39248E+13;112;10
OUR LADY OF REFUGE SCHOOL;12/06/2022;ARCHDIOCESE OF NEW YORK;06/16/2022;AV;22C;Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.;4,08664E+13;-7,38916E+13;207;15
OUR LADY OF REFUGE SCHOOL;12/06/2022;ARCHDIOCESE OF NEW YORK;12/06/2022;G;10C;"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.";4,08664E+13;-7,38916E+13;207;15
AMISTAD DUAL LANGUAGE SCHOOL, MUSCOTA;12/22/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/29/2021;G;10C;Lighting Inadequate;4,08667E+13;-7,39239E+13;112;10
P.S. 046;01/25/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;11/06/2020;G;10H;Proper sanitization not provided for utensil ware washing operation.;4,08668E+13;-7,38907E+13;207;15
DOS AMIGOS SCHOOL IN THE SQUARE;12/16/2022;SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL;12/06/2021;A;20D;“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.;4,08688E+13;-7,39208E+13;112;10
DOS AMIGOS SCHOOL IN THE SQUARE;12/16/2022;SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL;12/16/2022;AV;18-01;Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.;4,08688E+13;-7,39208E+13;112;10
DOS AMIGOS SCHOOL IN THE SQUARE;12/16/2022;SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL;05/11/2022;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,08688E+13;-7,39208E+13;112;10
DOS AMIGOS SCHOOL IN THE SQUARE;12/16/2022;SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL;05/11/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,08688E+13;-7,39208E+13;112;10
DOS AMIGOS SCHOOL IN THE SQUARE;12/16/2022;SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL;05/11/2022;C;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,08688E+13;-7,39208E+13;112;10
DOS AMIGOS SCHOOL IN THE SQUARE;12/16/2022;SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL;12/06/2021;G;10J;Hand wash sign not posted;4,08688E+13;-7,39208E+13;112;10
P012X AT THE VA MEDICAL CENTER;03/21/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/14/2022;C;04A;Food Protection Certificate (FPC) not held by manager or supervisor of food operations.;4,08691E+13;-7,39031E+13;207;14
P012X AT THE VA MEDICAL CENTER;03/21/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/21/2023;G;09E;Wash hands sign not posted near or above hand washing sink.;4,08691E+13;-7,39031E+13;207;14
ACADEMY OF MOUNT SAINT URSULA;11/21/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;03/17/2022;C;04J;Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.;4,08691E+13;-7,38848E+13;207;15
GOOD SHEPHERD SCHOOL;10/26/2022;ARCHDIOCESE OF NEW YORK;10/26/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,08692E+13;-7,39205E+13;112;10
GOOD SHEPHERD SCHOOL;10/26/2022;ARCHDIOCESE OF NEW YORK;10/26/2022;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,08692E+13;-7,39205E+13;112;10
GOOD SHEPHERD SCHOOL;10/26/2022;ARCHDIOCESE OF NEW YORK;02/16/2022;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,08692E+13;-7,39205E+13;112;10
